job_id,job_title,job_category,company_name,company_size,company_type,city,education,experience,salary_min,salary_max,salary_avg,skills,job_description,requirements,publish_date,views,applications
JOB595631,UX设计师,产品,滴滴,0-20人,房地产,南京,博士,1-3年,12220,19858,16039,"数据分析,Axure,PRD文档,产品设计,Figma","负责UX设计师的产品规划和设计
协调开发、设计、测试等团队资源
编写产品需求文档（PRD）","具备良好的产品思维和用户洞察力
博士及以上学历
1-3年以上产品经理经验
具备优秀的沟通协调能力",2026-02-28,4493,119
JOB246991,市场经理,市场,京东,500-999人,能源,杭州,博士,1-3年,20014,32524,26269,"品牌推广,渠道拓展,BD","负责市场经理相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传","1-3年以上市场推广经验
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
有相关行业资源者优先",2026-02-28,3385,20
JOB272634,市场专员,市场,优酷,500-999人,能源,武汉,硕士,5-10年,19530,31736,25633,"市场调研,营销策划,公关,渠道拓展,品牌推广,BD","拓展市场渠道和合作伙伴
负责市场专员相关的市场推广工作
组织市场活动和品牌宣传","具备良好的商务谈判能力
熟悉各类营销渠道和推广方式
5-10年以上市场推广经验
硕士及以上学历",2026-02-04,4260,25
JOB992697,产品经理,产品,搜狐,500-999人,金融,苏州,大专,不限,4757,7730,6243,"产品设计,Figma,PRD文档,Axure","跟踪产品上线后的数据表现
编写产品需求文档（PRD）
进行用户调研和需求分析","不限以上产品经理经验
具备良好的产品思维和用户洞察力
有相关行业产品经验者优先
熟练使用Axure、Figma等设计工具",2026-02-22,1172,176
JOB776856,内容运营,运营,联想,1000-9999人,其他,成都,大专,应届生,3016,5016,4016,"用户增长,社群运营,SEM","维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
负责内容运营相关的运营工作","具备数据分析能力和运营思维
大专及以上学历
应届生以上运营经验
熟悉新媒体运营和内容策划",2026-02-25,1392,117
JOB974244,3D设计师,设计,比亚迪,0-20人,能源,杭州,不限,不限,6338,10300,8319,"Illustrator,After Effects,Sketch,Photoshop,Adobe XD","持续优化设计质量和用户体验
根据需求进行创意设计和视觉表现
与产品、开发团队协作","具备良好的审美能力和创意思维
具备良好的沟通理解能力
不限以上设计经验
有优秀作品集者优先",2026-02-24,1767,180
JOB765046,用户运营,运营,美团,10000人以上,房地产,南京,硕士,应届生,5751,9346,7548,"内容策划,SEM,数据分析,用户增长,新媒体","制定运营策略和执行计划
策划和执行线上线下活动
分析运营数据，优化运营效果","有成功运营案例者优先
熟悉新媒体运营和内容策划
硕士及以上学历
具备良好的文案写作能力",2026-03-04,1321,144
JOB137778,用户运营,运营,华为,0-20人,制造业,西安,本科,5-10年,11634,18905,15269,"内容策划,数据分析,用户增长,新媒体,SEM","分析运营数据，优化运营效果
策划和执行线上线下活动
维护用户关系，提升用户活跃度","有成功运营案例者优先
5-10年以上运营经验
具备良好的文案写作能力
本科及以上学历",2026-02-09,1550,110
JOB125990,UI设计师,产品,搜狐,100-499人,教育,青岛,硕士,5-10年,18058,29345,23701,"数据分析,PRD文档,产品设计","协调开发、设计、测试等团队资源
进行用户调研和需求分析
负责UI设计师的产品规划和设计","熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力
硕士及以上学历",2026-02-27,293,173
JOB302511,品牌经理,市场,商汤科技,10000人以上,能源,杭州,大专,3-5年,10065,16356,13210,"渠道拓展,BD,公关,品牌推广,媒介投放,市场调研","制定市场推广策略和计划
拓展市场渠道和合作伙伴
负责品牌经理相关的市场推广工作","大专及以上学历
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式
3-5年以上市场推广经验",2026-02-11,2669,116
JOB735656,平面设计,设计,360,0-20人,房地产,武汉,不限,1-3年,6713,10909,8811,"Figma,Sketch,After Effects","负责平面设计相关的设计工作
制作设计稿和交互原型
与产品、开发团队协作","具备良好的审美能力和创意思维
不限及以上学历，设计相关专业优先
有优秀作品集者优先
熟练使用设计软件和工具",2026-02-25,3445,88
JOB521947,财务专员,职能,海康威视,10000人以上,房地产,西安,本科,1-3年,4107,6675,5391,"Excel,薪酬管理,组织管理,招聘","整理和归档相关文件资料
完成上级交办的其他任务
负责财务专员相关工作","熟练使用办公软件
工作认真负责，细致耐心
具备良好的沟通协调能力
1-3年以上相关工作经验",2026-02-20,3722,177
JOB324082,UI设计,设计,美团,100-499人,能源,长沙,本科,不限,4929,8009,6469,"Illustrator,C4D,After Effects,Sketch,3D Max","根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验
负责UI设计相关的设计工作","本科及以上学历，设计相关专业优先
不限以上设计经验
熟练使用设计软件和工具
具备良好的审美能力和创意思维",2026-02-07,696,121
JOB534572,出纳,职能,云从科技,20-99人,教育,广州,博士,5-10年,23512,38207,30859,"培训,沟通协调,薪酬管理","协助部门完成日常管理工作
完成上级交办的其他任务
整理和归档相关文件资料","工作认真负责，细致耐心
熟练使用办公软件
博士及以上学历
具备良好的沟通协调能力",2026-02-27,1094,121
JOB239816,BD经理,市场,平安科技,500-999人,其他,西安,不限,10年以上,14712,23908,19310,"营销策划,BD,媒介投放,市场调研,公关,渠道拓展","组织市场活动和品牌宣传
拓展市场渠道和合作伙伴
负责BD经理相关的市场推广工作","有相关行业资源者优先
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力",2026-02-27,2349,117
JOB181247,财务专员,职能,平安科技,1000-9999人,金融,广州,硕士,3-5年,14656,23817,19236,"绩效考核,培训,薪酬管理,沟通协调","协助部门完成日常管理工作
负责财务专员相关工作
完成上级交办的其他任务","熟练使用办公软件
具备良好的沟通协调能力
有相关行业经验者优先
3-5年以上相关工作经验",2026-03-05,1794,112
JOB508396,3D设计师,设计,海尔,0-20人,零售,北京,不限,5-10年,17294,28103,22698,"C4D,After Effects,Figma,Adobe XD,Illustrator","与产品、开发团队协作
根据需求进行创意设计和视觉表现
持续优化设计质量和用户体验","熟练使用设计软件和工具
有优秀作品集者优先
不限及以上学历，设计相关专业优先
5-10年以上设计经验",2026-02-24,3412,190
JOB273061,市场经理,市场,云从科技,1000-9999人,其他,苏州,不限,应届生,4706,7648,6177,"品牌推广,渠道拓展,媒介投放","制定市场推广策略和计划
组织市场活动和品牌宣传
负责市场经理相关的市场推广工作","不限及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
应届生以上市场推广经验",2026-02-28,3824,88
JOB453894,品牌经理,市场,美团,500-999人,互联网,长沙,博士,3-5年,17082,27759,22420,"公关,市场调研,品牌推广","负责品牌经理相关的市场推广工作
分析市场动态和竞争对手
组织市场活动和品牌宣传","3-5年以上市场推广经验
博士及以上学历
有相关行业资源者优先
具备良好的商务谈判能力",2026-03-02,3979,176
JOB219946,视觉设计,设计,快手,1000-9999人,其他,南京,硕士,3-5年,13110,21304,17207,"Sketch,After Effects,Photoshop","持续优化设计质量和用户体验
负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现","具备良好的沟通理解能力
熟练使用设计软件和工具
有优秀作品集者优先
具备良好的审美能力和创意思维",2026-02-28,722,156
JOB824161,行政专员,职能,小米,1000-9999人,互联网,上海,硕士,不限,8460,13749,11104,"沟通协调,PPT,绩效考核,招聘,组织管理","负责行政专员相关工作
协调各部门之间的沟通
协助部门完成日常管理工作","硕士及以上学历
熟练使用办公软件
具备良好的沟通协调能力
工作认真负责，细致耐心",2026-02-06,3866,186
JOB260422,市场经理,市场,爱奇艺,1000-9999人,能源,重庆,不限,不限,3900,6338,5119,"媒介投放,营销策划,BD,公关,市场调研,品牌推广","负责市场经理相关的市场推广工作
拓展市场渠道和合作伙伴
制定市场推广策略和计划","不限以上市场推广经验
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
有相关行业资源者优先",2026-03-06,4149,88
JOB290672,市场经理,市场,爱奇艺,1000-9999人,制造业,成都,硕士,3-5年,11056,17966,14511,"BD,市场调研,品牌推广","制定市场推广策略和计划
组织市场活动和品牌宣传
分析市场动态和竞争对手","具备良好的商务谈判能力
3-5年以上市场推广经验
熟悉各类营销渠道和推广方式
具备市场策划和执行能力",2026-02-12,4120,119
JOB931450,Python开发工程师,技术,搜狐,100-499人,其他,杭州,本科,5-10年,27176,44162,35669,"Jenkins,深度学习,机器学习,Docker,Linux","持续优化系统性能和用户体验
编写高质量、可维护的代码
参与需求分析、系统设计、编码实现和测试","有大型项目经验者优先
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
5-10年以上相关工作经验",2026-02-26,1988,35
JOB856321,产品助理,产品,拼多多,20-99人,医疗,上海,不限,不限,9326,15156,12241,"Figma,用户研究,PRD文档,数据分析,原型设计,产品设计","进行用户调研和需求分析
编写产品需求文档（PRD）
负责产品助理的产品规划和设计","具备良好的产品思维和用户洞察力
不限以上产品经理经验
有相关行业产品经验者优先
不限及以上学历",2026-02-12,4475,37
JOB387636,Java开发工程师,技术,华为,10000人以上,物流,西安,硕士,不限,8972,14580,11776,"高并发,Java,TensorFlow","编写高质量、可维护的代码
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试","熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力
不限以上相关工作经验
硕士及以上学历，计算机相关专业优先",2026-02-26,4013,34
JOB962050,数据分析师,技术,百度,20-99人,教育,南京,大专,10年以上,18879,30679,24779,"JavaScript,Django,TypeScript,深度学习,数据结构","参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码","熟悉相关技术栈和开发工具
有大型项目经验者优先
具备良好的沟通能力和团队协作精神
10年以上以上相关工作经验",2026-02-07,4921,114
JOB420214,UX设计,设计,滴滴,20-99人,医疗,北京,不限,不限,6597,10720,8658,"Illustrator,After Effects,C4D,3D Max,Photoshop","根据需求进行创意设计和视觉表现
负责UX设计相关的设计工作
持续优化设计质量和用户体验","熟练使用设计软件和工具
具备良好的沟通理解能力
有优秀作品集者优先
不限以上设计经验",2026-03-05,1996,78
JOB841296,活动运营,运营,新浪,100-499人,其他,郑州,博士,应届生,6957,11305,9131,"SEO,内容策划,社群运营,用户增长","制定运营策略和执行计划
分析运营数据，优化运营效果
负责活动运营相关的运营工作","博士及以上学历
有成功运营案例者优先
应届生以上运营经验
熟悉新媒体运营和内容策划",2026-02-15,4762,78
JOB560485,数据工程师,技术,云从科技,100-499人,能源,重庆,硕士,不限,7795,12668,10231,"Git,JavaScript,PyTorch,Python,Linux,算法","编写高质量、可维护的代码
持续优化系统性能和用户体验
负责数据工程师相关的系统设计和开发工作","硕士及以上学历，计算机相关专业优先
不限以上相关工作经验
有大型项目经验者优先
具备良好的编程基础和算法能力",2026-02-08,2307,152
JOB142185,用户研究,产品,拼多多,1000-9999人,房地产,西安,博士,3-5年,15058,24470,19764,"需求分析,Axure,原型设计,数据分析,用户研究,PRD文档","负责用户研究的产品规划和设计
进行用户调研和需求分析
协调开发、设计、测试等团队资源","熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力",2026-02-04,3380,199
JOB676818,数据工程师,技术,平安科技,0-20人,房地产,上海,硕士,3-5年,23749,38592,31170,"Pandas,高并发,深度学习","参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
负责数据工程师相关的系统设计和开发工作","3-5年以上相关工作经验
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
熟悉相关技术栈和开发工具",2026-02-10,4183,165
JOB563513,后端开发工程师,技术,优酷,500-999人,物流,杭州,不限,1-3年,8437,13710,11073,"Java,Scikit-learn,PyTorch","参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验
参与技术方案评审，解决技术难题","具备良好的沟通能力和团队协作精神
不限及以上学历，计算机相关专业优先
熟悉相关技术栈和开发工具
有大型项目经验者优先",2026-02-27,1029,123
JOB223172,行政助理,职能,优酷,1000-9999人,制造业,深圳,博士,不限,12568,20423,16495,"组织管理,薪酬管理,培训,沟通协调,PPT,Excel","协助部门完成日常管理工作
完成上级交办的其他任务
负责行政助理相关工作","具备良好的沟通协调能力
熟练使用办公软件
有相关行业经验者优先
工作认真负责，细致耐心",2026-02-26,121,77
JOB861319,数据运营,运营,美的,20-99人,物流,苏州,不限,不限,4683,7611,6147,"新媒体,数据分析,社群运营,SEM,活动策划,用户增长","分析运营数据，优化运营效果
制定运营策略和执行计划
维护用户关系，提升用户活跃度","不限以上运营经验
具备良好的文案写作能力
熟悉新媒体运营和内容策划
不限及以上学历",2026-02-07,3465,16
JOB433632,会计,职能,网易,500-999人,互联网,重庆,博士,5-10年,18403,29905,24154,"PPT,沟通协调,招聘,薪酬管理","负责会计相关工作
协调各部门之间的沟通
完成上级交办的其他任务","有相关行业经验者优先
5-10年以上相关工作经验
熟练使用办公软件
具备良好的沟通协调能力",2026-03-02,712,125
JOB919488,新媒体运营,运营,美团,100-499人,能源,苏州,博士,不限,9587,15579,12583,"新媒体,SEM,SEO,活动策划,内容策划,数据分析","负责新媒体运营相关的运营工作
制定运营策略和执行计划
分析运营数据，优化运营效果","有成功运营案例者优先
具备数据分析能力和运营思维
不限以上运营经验
具备良好的文案写作能力",2026-03-04,3655,30
JOB897305,法务专员,职能,快手,10000人以上,制造业,郑州,大专,5-10年,7257,11793,9525,"招聘,绩效考核,组织管理","整理和归档相关文件资料
完成上级交办的其他任务
协助部门完成日常管理工作","熟练使用办公软件
5-10年以上相关工作经验
工作认真负责，细致耐心
具备良好的沟通协调能力",2026-02-21,4736,179
JOB931016,产品总监,产品,依图科技,1000-9999人,医疗,深圳,大专,10年以上,22818,37080,29949,"原型设计,需求分析,Axure,PRD文档,用户研究,数据分析","负责产品总监的产品规划和设计
协调开发、设计、测试等团队资源
进行用户调研和需求分析","有相关行业产品经验者优先
具备优秀的沟通协调能力
10年以上以上产品经理经验
大专及以上学历",2026-02-20,2930,155
JOB413685,会计,职能,当当网,20-99人,房地产,重庆,硕士,5-10年,10906,17723,14314,"培训,组织管理,薪酬管理,Excel,绩效考核,PPT","整理和归档相关文件资料
完成上级交办的其他任务
负责会计相关工作","有相关行业经验者优先
熟练使用办公软件
具备良好的沟通协调能力
硕士及以上学历",2026-02-16,501,160
JOB881369,销售经理,市场,商汤科技,20-99人,医疗,青岛,硕士,1-3年,10237,16636,13436,"渠道拓展,营销策划,市场调研,品牌推广,公关","负责销售经理相关的市场推广工作
拓展市场渠道和合作伙伴
制定市场推广策略和计划","硕士及以上学历
具备良好的商务谈判能力
具备市场策划和执行能力
熟悉各类营销渠道和推广方式",2026-03-02,838,80
JOB442589,会计,职能,宁德时代,100-499人,能源,深圳,本科,1-3年,8325,13528,10926,"绩效考核,组织管理,薪酬管理,沟通协调,Excel","负责会计相关工作
协调各部门之间的沟通
完成上级交办的其他任务","1-3年以上相关工作经验
有相关行业经验者优先
熟练使用办公软件
具备良好的沟通协调能力",2026-02-23,839,106
JOB114594,用户运营,运营,360,1000-9999人,房地产,上海,博士,3-5年,29054,47213,38133,"用户增长,新媒体,SEM,活动策划,内容策划","维护用户关系，提升用户活跃度
分析运营数据，优化运营效果
策划和执行线上线下活动","3-5年以上运营经验
博士及以上学历
熟悉新媒体运营和内容策划
具备数据分析能力和运营思维",2026-02-25,3444,34
JOB246566,Java开发工程师,技术,滴滴,20-99人,能源,杭州,博士,应届生,16007,26011,21009,"Kubernetes,Git,Docker,Pandas","持续优化系统性能和用户体验
参与技术方案评审，解决技术难题
编写高质量、可维护的代码","有大型项目经验者优先
应届生以上相关工作经验
熟悉相关技术栈和开发工具
具备良好的编程基础和算法能力",2026-03-03,4108,162
JOB527940,运营专员,运营,中兴通讯,500-999人,医疗,重庆,硕士,1-3年,7781,12644,10212,"用户增长,新媒体,数据分析,社群运营,SEO","负责运营专员相关的运营工作
策划和执行线上线下活动
制定运营策略和执行计划","1-3年以上运营经验
硕士及以上学历
熟悉新媒体运营和内容策划
具备良好的文案写作能力",2026-02-13,1837,169
JOB770556,平面设计,设计,华为,1000-9999人,医疗,北京,硕士,1-3年,16591,26961,21776,"Figma,Adobe XD,Illustrator","根据需求进行创意设计和视觉表现
制作设计稿和交互原型
负责平面设计相关的设计工作","具备良好的沟通理解能力
硕士及以上学历，设计相关专业优先
具备良好的审美能力和创意思维
有优秀作品集者优先",2026-03-02,4525,69
JOB937302,产品经理,产品,阿里巴巴,100-499人,医疗,天津,大专,1-3年,4771,7754,6262,"产品设计,需求分析,原型设计,PRD文档,数据分析","协调开发、设计、测试等团队资源
负责产品经理的产品规划和设计
编写产品需求文档（PRD）","大专及以上学历
熟练使用Axure、Figma等设计工具
具备优秀的沟通协调能力
1-3年以上产品经理经验",2026-02-18,4963,32
JOB573962,视觉设计,设计,比亚迪,100-499人,物流,苏州,大专,不限,4722,7673,6197,"Photoshop,Figma,C4D","与产品、开发团队协作
负责视觉设计相关的设计工作
根据需求进行创意设计和视觉表现","有优秀作品集者优先
熟练使用设计软件和工具
大专及以上学历，设计相关专业优先
具备良好的沟通理解能力",2026-02-24,1315,21
JOB232321,用户运营,运营,平安科技,500-999人,其他,天津,不限,10年以上,12016,19526,15771,"SEM,社群运营,SEO,活动策划,内容策划","负责用户运营相关的运营工作
制定运营策略和执行计划
策划和执行线上线下活动","熟悉新媒体运营和内容策划
10年以上以上运营经验
有成功运营案例者优先
具备良好的文案写作能力",2026-02-08,3815,107
JOB536196,人力资源,职能,360,100-499人,教育,成都,博士,3-5年,13259,21547,17403,"培训,招聘,沟通协调,PPT,薪酬管理,Excel","整理和归档相关文件资料
协助部门完成日常管理工作
完成上级交办的其他任务","博士及以上学历
工作认真负责，细致耐心
具备良好的沟通协调能力
熟练使用办公软件",2026-03-03,3465,95
JOB797660,销售经理,市场,当当网,100-499人,金融,青岛,大专,3-5年,7432,12078,9755,"市场调研,渠道拓展,媒介投放,营销策划","负责销售经理相关的市场推广工作
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传","具备市场策划和执行能力
大专及以上学历
有相关行业资源者优先
熟悉各类营销渠道和推广方式",2026-02-27,3615,148
JOB904711,UX设计,设计,爱奇艺,0-20人,教育,天津,不限,应届生,3892,6324,5108,"Adobe XD,Sketch,C4D,Photoshop,Illustrator","根据需求进行创意设计和视觉表现
与产品、开发团队协作
负责UX设计相关的设计工作","应届生以上设计经验
不限及以上学历，设计相关专业优先
具备良好的沟通理解能力
具备良好的审美能力和创意思维",2026-02-18,1862,101
JOB540226,品牌经理,市场,平安科技,1000-9999人,其他,深圳,硕士,3-5年,21034,34181,27607,"品牌推广,市场调研,渠道拓展","分析市场动态和竞争对手
负责品牌经理相关的市场推广工作
拓展市场渠道和合作伙伴","硕士及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力",2026-02-21,4078,160
JOB563516,品牌经理,市场,商汤科技,500-999人,金融,广州,不限,应届生,5073,8244,6658,"渠道拓展,营销策划,BD,媒介投放,公关","拓展市场渠道和合作伙伴
负责品牌经理相关的市场推广工作
组织市场活动和品牌宣传","熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
不限及以上学历
有相关行业资源者优先",2026-02-28,2569,59
JOB904624,UX设计师,产品,小米,0-20人,物流,杭州,硕士,3-5年,17535,28494,23014,"原型设计,需求分析,Axure,Figma,数据分析,PRD文档","跟踪产品上线后的数据表现
编写产品需求文档（PRD）
负责UX设计师的产品规划和设计","熟练使用Axure、Figma等设计工具
硕士及以上学历
有相关行业产品经验者优先
具备优秀的沟通协调能力",2026-02-20,737,85
JOB703727,媒介专员,市场,小米,500-999人,互联网,武汉,博士,3-5年,17802,28928,23365,"市场调研,BD,媒介投放,公关,品牌推广","组织市场活动和品牌宣传
负责媒介专员相关的市场推广工作
分析市场动态和竞争对手","熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
有相关行业资源者优先
具备市场策划和执行能力",2026-03-04,3342,84
JOB882033,运营经理,运营,格力,10000人以上,金融,成都,本科,应届生,3699,6011,4855,"新媒体,数据分析,SEM,用户增长","制定运营策略和执行计划
负责运营经理相关的运营工作
策划和执行线上线下活动","具备数据分析能力和运营思维
应届生以上运营经验
具备良好的文案写作能力
有成功运营案例者优先",2026-03-02,717,50
JOB910389,会计,职能,中兴通讯,10000人以上,其他,南京,不限,10年以上,16140,26228,21184,"PPT,培训,薪酬管理,招聘,组织管理","协调各部门之间的沟通
整理和归档相关文件资料
协助部门完成日常管理工作","工作认真负责，细致耐心
不限及以上学历
具备良好的沟通协调能力
熟练使用办公软件",2026-03-04,2642,123
JOB573866,Java开发工程师,技术,美团,1000-9999人,其他,成都,硕士,应届生,6213,10097,8155,"Git,TensorFlow,深度学习,微服务,算法,Python","参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
持续优化系统性能和用户体验","具备良好的沟通能力和团队协作精神
熟悉相关技术栈和开发工具
应届生以上相关工作经验
硕士及以上学历，计算机相关专业优先",2026-02-20,947,92
JOB849014,机器学习工程师,技术,搜狐,10000人以上,物流,天津,本科,应届生,6499,10561,8530,"机器学习,Spark,PyTorch,Vue,Docker,分布式系统","编写高质量、可维护的代码
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试","具备良好的编程基础和算法能力
具备良好的沟通能力和团队协作精神
本科及以上学历，计算机相关专业优先
有大型项目经验者优先",2026-02-14,2841,21
JOB445705,机器学习工程师,技术,360,10000人以上,其他,天津,博士,3-5年,23888,38818,31353,"MongoDB,JavaScript,TensorFlow,Pandas","参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码
持续优化系统性能和用户体验","有大型项目经验者优先
熟悉相关技术栈和开发工具
3-5年以上相关工作经验
具备良好的编程基础和算法能力",2026-02-12,794,84
JOB686072,BD经理,市场,比亚迪,0-20人,房地产,长沙,硕士,1-3年,7134,11593,9363,"品牌推广,公关,渠道拓展,市场调研,营销策划","拓展市场渠道和合作伙伴
组织市场活动和品牌宣传
负责BD经理相关的市场推广工作","1-3年以上市场推广经验
有相关行业资源者优先
具备良好的商务谈判能力
硕士及以上学历",2026-02-25,928,134
JOB908320,动效设计师,设计,蚂蚁集团,1000-9999人,教育,重庆,不限,应届生,3234,5256,4245,"Sketch,Illustrator,C4D,Adobe XD,3D Max,After Effects","与产品、开发团队协作
负责动效设计师相关的设计工作
根据需求进行创意设计和视觉表现","具备良好的审美能力和创意思维
应届生以上设计经验
熟练使用设计软件和工具
有优秀作品集者优先",2026-02-25,3777,64
JOB659951,产品助理,产品,旷视科技,10000人以上,其他,长沙,博士,1-3年,13622,22136,17879,"PRD文档,数据分析,原型设计,Axure,Figma,产品设计","进行用户调研和需求分析
跟踪产品上线后的数据表现
协调开发、设计、测试等团队资源","博士及以上学历
熟练使用Axure、Figma等设计工具
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力",2026-02-05,940,187
JOB986982,动效设计师,设计,快手,100-499人,物流,上海,硕士,应届生,10247,16651,13449,"C4D,Photoshop,Illustrator,Figma","制作设计稿和交互原型
负责动效设计师相关的设计工作
根据需求进行创意设计和视觉表现","硕士及以上学历，设计相关专业优先
熟练使用设计软件和工具
具备良好的审美能力和创意思维
有优秀作品集者优先",2026-02-22,768,100
JOB335445,算法工程师,技术,蚂蚁集团,20-99人,教育,青岛,大专,不限,5700,9263,7481,"Redis,Hadoop,分布式系统","参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试
编写高质量、可维护的代码","熟悉相关技术栈和开发工具
有大型项目经验者优先
大专及以上学历，计算机相关专业优先
具备良好的沟通能力和团队协作精神",2026-03-06,2196,60
JOB975522,交互设计,产品,大华股份,0-20人,制造业,重庆,不限,10年以上,17878,29051,23464,"Figma,产品设计,数据分析,需求分析","协调开发、设计、测试等团队资源
跟踪产品上线后的数据表现
负责交互设计的产品规划和设计","不限及以上学历
熟练使用Axure、Figma等设计工具
有相关行业产品经验者优先
具备良好的产品思维和用户洞察力",2026-02-18,4810,66
